City,Amount,Product_Category,Sales_Rep,Discount,Customer_segmentation,After_dicouont,Loss,Month_Formatted,Spend,Channel
Hyderabad,1103.1,Electronics,Christian Lynch,0.04,Wholesale,1058.98,44.12,01-03-2023,,TV
Hyderabad,696.28,Home Decor,Patty Ward,0.25,Online,522.21,174.07,01-03-2023,,TV
Hyderabad,5380.76,Electronics,Robert Mcpherson,0.08,Online,4950.3,430.46,01-03-2023,,TV
Hyderabad,6655.09,Groceries,Amy Turner,0.15,Wholesale,5656.83,998.26,01-03-2023,,TV
Hyderabad,3544.46,Electronics,Donald Mcmillan,0.22,Wholesale,2764.68,779.78,01-03-2023,,TV
Kochi,1811.51,Groceries,Judith Oconnell,0.14,Online,1557.9,253.61,01-03-2023,3015.11,Digital
Kochi,9232.39,Apparel,Nicholas Taylor,0.06,Online,8678.45,553.94,01-03-2023,,Digital
Kochi,5810.31,Home Decor,Thomas Young,0.08,Wholesale,5345.49,464.82,01-03-2023,,Digital
Kochi,3364.52,Electronics,Karen Maldonado,0.09,Retail,3061.71,302.81,01-03-2023,,Digital
Kochi,5013.59,Apparel,Albert Parker,0.01,Online,4963.45,50.14,01-03-2023,,Digital
Kochi,9167.19,Groceries,Rebecca Waters,0.06,Online,8617.16,550.03,01-03-2023,,Digital
Kochi,8838.36,Electronics,Paul Rogers,0.14,Online,7600.99,1237.37,01-03-2023,,Digital
Kochi,2961.2,Home Decor,Virginia Jordan,0.17,Wholesale,2457.8,503.4,01-03-2023,,Digital
Kochi,7479.56,Electronics,Erin Fisher,0.08,Retail,6881.2,598.36,01-03-2023,,Digital
Kochi,4924.12,Apparel,Jessica Hendricks,0.18,Online,4037.78,886.34,01-03-2023,,Digital
Kochi,2028.69,Home Decor,Steven Bautista,0.05,Wholesale,1927.26,101.43,01-03-2023,,Digital
Kochi,8874.97,Apparel,Miranda Frank,0.18,Retail,7277.48,1597.49,01-03-2023,,Digital
Kochi,4306.7,Home Decor,Wanda Harris,0.16,Wholesale,3617.63,689.07,01-03-2023,,Digital
Kochi,541.87,Groceries,Michelle Hart,0.02,Online,531.03,10.84,01-03-2023,,Digital
Kochi,3150.6,Groceries,John Lewis,0.22,Retail,2457.47,693.13,01-03-2023,,Digital
Kochi,2234.19,Groceries,Luis Davidson,0.1,Retail,2010.77,223.42,01-03-2023,,Digital
Kochi,2730.72,Apparel,Vanessa Foley,0.11,Online,2430.34,300.38,01-03-2023,,Digital
Kochi,9432.22,Electronics,Rachel Cooper,0.18,Online,7734.42,1697.8,01-03-2023,,Digital
Kochi,6659.36,Electronics,Melissa Hernandez,0.09,Online,6060.02,599.34,01-03-2023,,Digital
Kochi,8171.38,Apparel,Tara Braun,0.04,Wholesale,7844.52,326.86,01-03-2023,,Digital
Kochi,9969.59,Electronics,Stephanie Kennedy,0.04,Retail,9570.81,398.78,01-03-2023,,Digital
Bangalore,3964.85,Apparel,Kristin Herrera,0.09,Retail,3608.01,356.84,01-04-2023,15746.99,Digital
Bangalore,3658.1,Groceries,Ronald Lee,0.09,Online,3328.87,329.23,01-04-2023,,Digital
Bangalore,6167.98,Home Decor,Christopher Gonzales,0.21,Online,4872.7,1295.28,01-04-2023,,Digital
Bangalore,1700.97,Home Decor,Lindsay Dalton,0.04,Online,1632.93,68.04,01-04-2023,,Digital
Bangalore,1165.27,Home Decor,Juan Buckley,0.02,Wholesale,1141.96,23.31,01-04-2023,,Digital
Bangalore,7684.72,Apparel,Tonya Kim,0.09,Online,6993.1,691.62,01-04-2023,,Digital
Bangalore,9564.14,Electronics,Troy Young,0.22,Retail,7460.03,2104.11,01-04-2023,,Digital
Bangalore,8068.99,Apparel,Christine Brown,0.13,Online,7020.02,1048.97,01-04-2023,,Digital
Bangalore,9755.54,Groceries,Matthew Sims,0.2,Online,7804.43,1951.11,01-04-2023,,Digital
Bangalore,933.9,Home Decor,Catherine Navarro,0.16,Wholesale,784.48,149.42,01-04-2023,,Digital
Bangalore,5345.53,Apparel,Jason Clark,0.01,Online,5292.07,53.46,01-04-2023,,Digital
Bangalore,8983.71,Electronics,Jason Oliver,0.11,Online,7995.5,988.21,01-04-2023,,Digital
Bangalore,5038.03,Home Decor,Ashlee Martinez,0.18,Retail,4131.18,906.85,01-04-2023,,Digital
Bangalore,7066.76,Apparel,Kelly Brown,0.13,Wholesale,6148.08,918.68,01-04-2023,,Digital
Bangalore,6577.38,Home Decor,Robert Vasquez,0.15,Wholesale,5590.77,986.61,01-04-2023,,Digital
Bangalore,7081.52,Electronics,Derrick Shaffer,0.12,Wholesale,6231.74,849.78,01-04-2023,,Digital
Bangalore,7360.81,Groceries,Robin Cameron,0.01,Online,7287.2,73.61,01-04-2023,,Digital
Bangalore,7233.83,Apparel,Kristopher Melendez,0.1,Retail,6510.45,723.38,01-04-2023,,Digital
Bangalore,2764.54,Apparel,Brianna Garcia,0.08,Retail,2543.38,221.16,01-04-2023,,Digital
Bangalore,4150.74,Electronics,Mackenzie Jones,0.17,Online,3445.11,705.63,01-04-2023,,Digital
Bangalore,7072.1,Apparel,Mark David Jr.,0.22,Wholesale,5516.24,1555.86,01-04-2023,,Digital
Bangalore,1174.35,Groceries,Michael Torres,0.23,Online,904.25,270.1,01-04-2023,,Digital
Bangalore,7790.15,Home Decor,Kimberly Moreno,0.14,Wholesale,6699.53,1090.62,01-04-2023,,Digital
Bangalore,3869.81,Groceries,Jennifer Jones,0.07,Online,3598.92,270.89,01-04-2023,,Digital
Bangalore,4183.77,Home Decor,Benjamin Bush,0,Retail,4183.77,0,01-04-2023,,Digital
Bangalore,6663.84,Electronics,Michael Chapman,0.04,Online,6397.29,266.55,01-04-2023,,Digital
Bangalore,2218.68,Electronics,Cheryl Garrison,0.1,Retail,1996.81,221.87,01-04-2023,,Digital
Bangalore,5587.6,Groceries,John Moore,0.04,Retail,5364.1,223.5,01-04-2023,,Digital
Bangalore,5306.13,Home Decor,Samantha Newman,0.13,Wholesale,4616.33,689.8,01-04-2023,,Digital
Chennai,6768.46,Electronics,Lauren Perez,0.12,Online,5956.24,812.22,01-04-2023,4825.77,Outdoor
Chennai,3318.99,Groceries,Jessica Lambert,0.05,Retail,3153.04,165.95,01-04-2023,,Outdoor
Chennai,9590.59,Electronics,Vanessa Graves,0.11,Online,8535.63,1054.96,01-04-2023,,Outdoor
Chennai,7022.09,Home Decor,Kristin Wright,0.23,Online,5407.01,1615.08,01-04-2023,,Outdoor
Chennai,3546.93,Home Decor,Ethan Green,0.02,Retail,3475.99,70.94,01-04-2023,,Outdoor
Chennai,1544.49,Groceries,Vincent Griffin,0.23,Online,1189.26,355.23,01-04-2023,,Outdoor
Chennai,1827.68,Home Decor,Robert Howe,0.22,Retail,1425.59,402.09,01-04-2023,,Outdoor
Chennai,4612.64,Groceries,Anthony Fletcher,0.09,Wholesale,4197.5,415.14,01-04-2023,,Outdoor
Chennai,6566.53,Apparel,Alexis Simmons,0.25,Online,4924.9,1641.63,01-04-2023,,Outdoor
Chennai,8914.38,Home Decor,Pamela Norton,0.12,Retail,7844.65,1069.73,01-04-2023,,Outdoor
Chennai,2942.93,Apparel,Jessica Anderson,0.06,Retail,2766.35,176.58,01-04-2023,,Outdoor
Chennai,7261.42,Electronics,Shannon Mendez,0.25,Wholesale,5446.07,1815.36,01-04-2023,,Outdoor
Chennai,5851.42,Electronics,Emily Robertson,0.12,Online,5149.25,702.17,01-04-2023,,Outdoor
Chennai,2012.53,Groceries,Jessica Ross,0,Retail,2012.53,0,01-04-2023,,Outdoor
Chennai,1802.32,Groceries,Jill Jackson,0.18,Retail,1477.9,324.42,01-04-2023,,Outdoor
Chennai,1589.42,Groceries,Natasha Murphy,0.13,Retail,1382.8,206.62,01-04-2023,,Outdoor
Chennai,4194.89,Groceries,Brittney White,0.2,Online,3355.91,838.98,01-04-2023,,Outdoor
Chennai,2372.21,Groceries,Mark Hoover,0.11,Retail,2111.27,260.94,01-04-2023,,Outdoor
Chennai,3054.8,Apparel,Joseph Barber,0.05,Retail,2902.06,152.74,01-04-2023,,Outdoor
Chennai,8488.88,Home Decor,Tammy Mann,0.17,Wholesale,7045.77,1443.11,01-04-2023,,Outdoor
Chennai,2282.12,Apparel,Joseph Nelson,0.09,Wholesale,2076.73,205.39,01-04-2023,,Outdoor
Chennai,5607.78,Groceries,Jennifer Garcia,0.02,Wholesale,5495.62,112.16,01-04-2023,,Outdoor
Chennai,4915.97,Electronics,Erika Rogers,0.15,Retail,4178.57,737.4,01-04-2023,,Outdoor
Chennai,9183.58,Groceries,Jacqueline Shaw,0.1,Wholesale,8265.22,918.36,01-04-2023,,Outdoor
Chennai,8904.45,Electronics,Debra Jacobson,0.19,Retail,7212.6,1691.85,01-04-2023,,Outdoor
Chennai,1071.43,Groceries,Julia Moore,0.19,Wholesale,867.86,203.57,01-04-2023,,Outdoor
Chennai,3705.38,Home Decor,Jennifer Hoffman,0.02,Retail,3631.27,74.11,01-04-2023,,Outdoor
Chennai,8669.57,Home Decor,Michael Guerrero,0.12,Online,7629.22,1040.35,01-04-2023,,Outdoor
Chennai,8746.42,Groceries,Jared Underwood,0.17,Online,7259.53,1486.89,01-04-2023,,Outdoor
Chennai,5134.28,Apparel,Cheryl Taylor,0.11,Wholesale,4569.51,564.77,01-04-2023,,Outdoor
Chennai,6764.99,Electronics,Craig Patton,0.11,Online,6020.84,744.15,01-04-2023,,Outdoor
Chennai,6308.41,Home Decor,Allison Casey,0.04,Retail,6056.07,252.34,01-04-2023,,Outdoor
Hyderabad,2247.24,Electronics,Chelsea Vargas,0.21,Online,1775.32,471.92,01-04-2023,12621.51,Outdoor
Hyderabad,9241.13,Electronics,Amy Davidson,0.14,Online,7947.37,1293.76,01-04-2023,,Outdoor
Hyderabad,4873.61,Home Decor,Charles Caldwell,0.07,Retail,4532.46,341.15,01-04-2023,,Outdoor
Hyderabad,6621.46,Groceries,Tyler Baker,0.04,Retail,6356.6,264.86,01-04-2023,,Outdoor
Hyderabad,624.05,Electronics,David Walker,0.17,Retail,517.96,106.09,01-04-2023,,Outdoor
Hyderabad,8481.54,Apparel,Michael White,0.07,Wholesale,7887.83,593.71,01-04-2023,,Outdoor
Hyderabad,9203.79,Home Decor,Gregory Anderson,0.01,Retail,9111.75,92.04,01-04-2023,,Outdoor
Hyderabad,9591.78,Electronics,Jamie Jones,0.23,Online,7385.67,2206.11,01-04-2023,,Outdoor
Hyderabad,2092,Apparel,Tamara Cain,0.24,Wholesale,1589.92,502.08,01-04-2023,,Outdoor
Hyderabad,2981.52,Groceries,Chelsea Ortiz,0.21,Online,2355.4,626.12,01-04-2023,,Outdoor
Hyderabad,7935.53,Apparel,Julia Diaz,0.1,Online,7141.98,793.55,01-04-2023,,Outdoor
Hyderabad,1375.23,Electronics,Amanda Gomez,0.23,Wholesale,1058.93,316.3,01-04-2023,,Outdoor
Hyderabad,9295.93,Groceries,Kyle Hanson,0.21,Retail,7343.78,1952.15,01-04-2023,,Outdoor
Hyderabad,7779.82,Groceries,Michelle Ortiz,0.21,Wholesale,6146.06,1633.76,01-04-2023,,Outdoor
Hyderabad,9221.4,Electronics,Joseph Quinn,0.17,Wholesale,7653.76,1567.64,01-04-2023,,Outdoor
Hyderabad,6569.82,Apparel,Ralph Ryan,0.15,Retail,5584.35,985.47,01-04-2023,,Outdoor
Hyderabad,3476.2,Apparel,Lorraine Franklin,0.16,Retail,2920.01,556.19,01-04-2023,,Outdoor
Hyderabad,1665.95,Home Decor,Thomas Moore,0.12,Online,1466.04,199.91,01-04-2023,,Outdoor
Hyderabad,4071.92,Home Decor,Ashley Hill,0.11,Wholesale,3624.01,447.91,01-04-2023,,Outdoor
Hyderabad,3520.17,Electronics,Dennis Wheeler,0.1,Wholesale,3168.15,352.02,01-04-2023,,Outdoor
Hyderabad,9628.11,Apparel,Daniel Brewer,0.16,Wholesale,8087.61,1540.5,01-04-2023,,Outdoor
Hyderabad,6659.15,Apparel,Jasmine Lopez,0.15,Online,5660.28,998.87,01-04-2023,,Outdoor
Hyderabad,6757.18,Apparel,Jamie Pierce,0.16,Retail,5676.03,1081.15,01-04-2023,,Outdoor
Hyderabad,4057.04,Apparel,Eric Walsh,0.01,Online,4016.47,40.57,01-04-2023,,Outdoor
Hyderabad,8922.5,Apparel,Adam Smith,0.14,Wholesale,7673.35,1249.15,01-04-2023,,Outdoor
Hyderabad,7958.06,Electronics,Brandy Brown,0.22,Online,6207.29,1750.77,01-04-2023,,Outdoor
Kochi,3012.67,Electronics,Amanda Ayala,0.02,Wholesale,2952.42,60.25,01-04-2023,11200.31,Digital
Kochi,9349.57,Home Decor,Jacqueline Bowen,0.21,Wholesale,7386.16,1963.41,01-04-2023,,Digital
Kochi,9263.74,Home Decor,Danielle Price,0,Wholesale,9263.74,0,01-04-2023,,Digital
Kochi,6783.47,Electronics,James Pena,0.06,Online,6376.46,407.01,01-04-2023,,Digital
Kochi,4816.52,Electronics,Victoria Thomas,0.14,Retail,4142.21,674.31,01-04-2023,,Digital
Kochi,7084.87,Home Decor,Jessica Berry,0.23,Retail,5455.35,1629.52,01-04-2023,,Digital
Kochi,4175.76,Electronics,Patrick Perry,0.16,Wholesale,3507.64,668.12,01-04-2023,,Digital
Kochi,1949.61,Home Decor,Jeremiah Smith,0.04,Wholesale,1871.63,77.98,01-04-2023,,Digital
Kochi,5716.47,Home Decor,Carla Vasquez,0.06,Wholesale,5373.48,342.99,01-04-2023,,Digital
Kochi,2988.41,Home Decor,Melinda Horton,0.09,Wholesale,2719.45,268.96,01-04-2023,,Digital
Kochi,894.34,Apparel,Jason Carrillo,0.15,Online,760.19,134.15,01-04-2023,,Digital
Kochi,3800.12,Groceries,Alan Suarez,0.01,Wholesale,3762.12,38,01-04-2023,,Digital
Kochi,6470.21,Apparel,Taylor Porter,0.23,Online,4982.06,1488.15,01-04-2023,,Digital
Kochi,3093.76,Home Decor,Lisa Jones,0.18,Online,2536.88,556.88,01-04-2023,,Digital
Kochi,5875.57,Groceries,Karen Reeves,0.1,Wholesale,5288.01,587.56,01-04-2023,,Digital
Kochi,4976.82,Apparel,Randy Porter,0.12,Retail,4379.6,597.22,01-04-2023,,Digital
Kochi,4148.81,Apparel,Tamara Leach,0.22,Wholesale,3236.07,912.74,01-04-2023,,Digital
Kochi,5177.94,Home Decor,Jason Barnes,0.15,Online,4401.25,776.69,01-04-2023,,Digital
Kochi,3481.01,Electronics,Christina Taylor,0.12,Retail,3063.29,417.72,01-04-2023,,Digital
Kochi,8555.03,Groceries,Michelle Campbell,0.01,Retail,8469.48,85.55,01-04-2023,,Digital
Bangalore,4067.31,Electronics,James Lucas,0.01,Online,4026.64,40.67,01-05-2023,11438.08,Print
Bangalore,2697.24,Groceries,Kevin Gray,0.11,Online,2400.54,296.7,01-05-2023,,Print
Bangalore,2561.13,Home Decor,Marilyn Ho,0.14,Wholesale,2202.57,358.56,01-05-2023,,Print
Bangalore,3154.28,Home Decor,Jesse Marsh,0.21,Retail,2491.88,662.4,01-05-2023,,Print
Bangalore,2854.66,Groceries,George Orozco,0.08,Online,2626.29,228.37,01-05-2023,,Print
Bangalore,7880.54,Electronics,Denise Wallace,0.23,Online,6068.02,1812.52,01-05-2023,,Print
Bangalore,4715.85,Home Decor,John Sherman,0.09,Wholesale,4291.42,424.43,01-05-2023,,Print
Bangalore,7531.91,Groceries,Dominique Jimenez,0.01,Retail,7456.59,75.32,01-05-2023,,Print
Bangalore,4331.9,Apparel,Lee Brown,0.2,Online,3465.52,866.38,01-05-2023,,Print
Bangalore,1669.04,Electronics,Donald Castaneda,0.01,Wholesale,1652.35,16.69,01-05-2023,,Print
Bangalore,5905.47,Electronics,James Brown,0.01,Online,5846.42,59.05,01-05-2023,,Print
Bangalore,6085.77,Electronics,Yolanda Beck,0.23,Retail,4686.04,1399.73,01-05-2023,,Print
Bangalore,6159.81,Home Decor,Angela Carter,0.03,Wholesale,5975.02,184.79,01-05-2023,,Print
Bangalore,7554.53,Apparel,Tabitha Cardenas,0.19,Wholesale,6119.17,1435.36,01-05-2023,,Print
Bangalore,2416.71,Apparel,Brittany Hood,0.01,Wholesale,2392.54,24.17,01-05-2023,,Print
Bangalore,7419.69,Home Decor,Wayne Dixon,0.14,Retail,6380.93,1038.76,01-05-2023,,Print
Bangalore,6812.74,Home Decor,Martha Hoffman,0.13,Retail,5927.08,885.66,01-05-2023,,Print
Bangalore,8113.23,Groceries,Stephanie Flowers,0.04,Retail,7788.7,324.53,01-05-2023,,Print
Bangalore,620.84,Groceries,Michelle Oliver MD,0.09,Wholesale,564.96,55.88,01-05-2023,,Print
Bangalore,882.26,Groceries,April Jones,0.15,Wholesale,749.92,132.34,01-05-2023,,Print
Bangalore,9387.23,Apparel,Gary Scott,0.15,Wholesale,7979.15,1408.08,01-05-2023,,Print
Bangalore,8623.94,Home Decor,Aaron Moon,0.17,Retail,7157.87,1466.07,01-05-2023,,Print
Bangalore,5906.93,Groceries,Lori Berry,0.19,Online,4784.61,1122.32,01-05-2023,,Print
Bangalore,6537.59,Electronics,Jenny Kemp,0.07,Retail,6079.96,457.63,01-05-2023,,Print
Bangalore,3666.55,Apparel,Christopher Sullivan,0.06,Wholesale,3446.56,219.99,01-05-2023,,Print
Bangalore,5699.47,Home Decor,Courtney Moore,0.23,Wholesale,4388.59,1310.88,01-05-2023,,Print
Chennai,8196.44,Electronics,Robin Roman,0.12,Online,7212.87,983.57,01-05-2023,10372.95,Digital
Chennai,6688.51,Electronics,Elizabeth Smith,0.23,Online,5150.15,1538.36,01-05-2023,,Digital
Chennai,8379.42,Apparel,Joseph Taylor,0.15,Online,7122.51,1256.91,01-05-2023,,Digital
Chennai,2557.84,Groceries,Daniel Robinson,0.13,Retail,2225.32,332.52,01-05-2023,,Digital
Chennai,4506.62,Home Decor,Jose Braun,0.04,Wholesale,4326.36,180.26,01-05-2023,,Digital
Chennai,1855.88,Electronics,Jeffrey Gilbert,0.2,Online,1484.7,371.18,01-05-2023,,Digital
Chennai,8888.75,Groceries,Gwendolyn Martinez,0.19,Retail,7199.89,1688.86,01-05-2023,,Digital
Chennai,4909.95,Home Decor,Adam Thomas,0.18,Online,4026.16,883.79,01-05-2023,,Digital
Chennai,1475.63,Groceries,Brian Dixon,0.19,Wholesale,1195.26,280.37,01-05-2023,,Digital
Chennai,1353.64,Home Decor,Kelly Conner,0.17,Wholesale,1123.52,230.12,01-05-2023,,Digital
Chennai,8989.07,Groceries,Brooke Andrews,0.09,Wholesale,8180.05,809.02,01-05-2023,,Digital
Chennai,5955.84,Home Decor,Charles Cameron,0.01,Wholesale,5896.28,59.56,01-05-2023,,Digital
Chennai,7002.12,Home Decor,Laurie May,0.19,Wholesale,5671.72,1330.4,01-05-2023,,Digital
Chennai,5837.93,Apparel,Melissa Francis,0.06,Online,5487.65,350.28,01-05-2023,,Digital
Chennai,9983.75,Groceries,Crystal Herrera,0.24,Online,7587.65,2396.1,01-05-2023,,Digital
Chennai,7890.83,Apparel,Kristi Clark,0.17,Retail,6549.39,1341.44,01-05-2023,,Digital
Chennai,8943.78,Home Decor,Johnny Cannon,0.22,Retail,6976.15,1967.63,01-05-2023,,Digital
Chennai,1108.62,Home Decor,Kayla Gould,0.1,Online,997.76,110.86,01-05-2023,,Digital
Chennai,5312.11,Groceries,Suzanne Bishop,0.03,Retail,5152.75,159.36,01-05-2023,,Digital
Chennai,3295.75,Groceries,Pamela Solis,0.16,Online,2768.43,527.32,01-05-2023,,Digital
Chennai,5628.77,Groceries,Brandon Collins,0.23,Wholesale,4334.15,1294.62,01-05-2023,,Digital
Chennai,3377.24,Home Decor,Michelle Stanley,0.16,Retail,2836.88,540.36,01-05-2023,,Digital
Chennai,3033.51,Home Decor,Ashley Jackson,0.04,Retail,2912.17,121.34,01-05-2023,,Digital
Chennai,3317.23,Home Decor,Keith Sutton,0.22,Online,2587.44,729.79,01-05-2023,,Digital
Chennai,2418.69,Electronics,Timothy Chavez,0.03,Wholesale,2346.13,72.56,01-05-2023,,Digital
Hyderabad,8238.59,Home Decor,David Gonzalez,0.2,Wholesale,6590.87,1647.72,01-05-2023,9038.77,TV
Hyderabad,9920.14,Electronics,Thomas Sloan,0.22,Wholesale,7737.71,2182.43,01-05-2023,,TV
Hyderabad,8889.59,Electronics,Laura Hickman,0.11,Wholesale,7911.74,977.85,01-05-2023,,TV
Hyderabad,948.47,Apparel,Melissa Miller,0.18,Retail,777.75,170.72,01-05-2023,,TV
Hyderabad,5497.42,Home Decor,Terri Lee,0.16,Wholesale,4617.83,879.59,01-05-2023,,TV
Hyderabad,4084.7,Electronics,Chelsea Grant,0.21,Online,3226.91,857.79,01-05-2023,,TV
Hyderabad,2696.28,Groceries,Robert Gutierrez,0.21,Retail,2130.06,566.22,01-05-2023,,TV
Hyderabad,5084.93,Groceries,Maria Bishop,0.09,Wholesale,4627.29,457.64,01-05-2023,,TV
Hyderabad,5179.35,Apparel,Sara Lowe,0.17,Online,4298.86,880.49,01-05-2023,,TV
Hyderabad,1356.39,Apparel,Gabriel Marshall,0.18,Retail,1112.24,244.15,01-05-2023,,TV
Hyderabad,5191.81,Groceries,Selena King,0.05,Online,4932.22,259.59,01-05-2023,,TV
Hyderabad,1245.3,Electronics,Jorge Diaz,0.1,Online,1120.77,124.53,01-05-2023,,TV
Hyderabad,1219.8,Apparel,John Morris,0.05,Wholesale,1158.81,60.99,01-05-2023,,TV
Hyderabad,626.91,Groceries,Shelley Sutton,0.16,Online,526.6,100.31,01-05-2023,,TV
Hyderabad,4685.44,Electronics,Bryan Robinson,0.09,Retail,4263.75,421.69,01-05-2023,,TV
Hyderabad,4245.29,Electronics,Antonio Boone,0.12,Retail,3735.86,509.43,01-05-2023,,TV
Hyderabad,9158.81,Home Decor,Christina Hayes,0.02,Online,8975.63,183.18,01-05-2023,,TV
Hyderabad,6597.61,Electronics,Mikayla Gallegos,0.01,Wholesale,6531.63,65.98,01-05-2023,,TV
Hyderabad,1890.5,Home Decor,Wayne Wilson,0.08,Wholesale,1739.26,151.24,01-05-2023,,TV
Hyderabad,8457.67,Home Decor,Leslie Sherman,0.05,Retail,8034.79,422.88,01-05-2023,,TV
Hyderabad,688.8,Home Decor,Laura Sampson,0.18,Online,564.82,123.98,01-05-2023,,TV
Hyderabad,4808.03,Groceries,Dustin Lopez,0.14,Retail,4134.91,673.12,01-05-2023,,TV
Hyderabad,1728.26,Electronics,Roger Byrd,0.13,Wholesale,1503.59,224.67,01-05-2023,,TV
Hyderabad,2191.64,Electronics,Melissa Carrillo,0.05,Wholesale,2082.06,109.58,01-05-2023,,TV
Kochi,7737.05,Home Decor,Megan Perez,0.2,Wholesale,6189.64,1547.41,01-05-2023,9244.28,TV
Kochi,1817.24,Electronics,Curtis Cole,0.23,Wholesale,1399.27,417.97,01-05-2023,,TV
Kochi,5564.92,Home Decor,Jennifer Molina,0.1,Retail,5008.43,556.49,01-05-2023,,TV
Kochi,1310.39,Apparel,John Yoder,0.14,Retail,1126.94,183.45,01-05-2023,,TV
Kochi,7079.78,Apparel,Tracy Tran,0.2,Retail,5663.82,1415.96,01-05-2023,,TV
Kochi,3484.42,Groceries,Miguel Henson,0.24,Online,2648.16,836.26,01-05-2023,,TV
Kochi,9814.27,Home Decor,Katherine Morales,0.02,Online,9617.98,196.29,01-05-2023,,TV
Kochi,9087.14,Electronics,Teresa Acevedo,0.18,Online,7451.45,1635.69,01-05-2023,,TV
Kochi,9790.06,Groceries,Phillip Peters,0.02,Wholesale,9594.26,195.8,01-05-2023,,TV
Kochi,2741.91,Groceries,Gregory Mills,0.05,Wholesale,2604.81,137.1,01-05-2023,,TV
Kochi,5880.65,Home Decor,Shannon Hill,0.08,Retail,5410.2,470.45,01-05-2023,,TV
Kochi,9216.54,Home Decor,Mrs. Jessica Baker,0.1,Retail,8294.89,921.65,01-05-2023,,TV
Kochi,3409.76,Groceries,Susan Bean,0.07,Wholesale,3171.08,238.68,01-05-2023,,TV
Kochi,2366.65,Groceries,Penny King,0.15,Wholesale,2011.65,355,01-05-2023,,TV
Kochi,1443.68,Electronics,Terry Holden,0.08,Online,1328.19,115.49,01-05-2023,,TV
Kochi,1973.12,Home Decor,Megan Taylor,0.05,Online,1874.46,98.66,01-05-2023,,TV
Kochi,8393.03,Groceries,Scott Jones,0.09,Retail,7637.66,755.37,01-05-2023,,TV
Kochi,1132.37,Electronics,Mitchell Jones,0.2,Retail,905.9,226.47,01-05-2023,,TV
Kochi,795.26,Apparel,Trevor Sawyer,0.15,Wholesale,675.97,119.29,01-05-2023,,TV
Kochi,8126.6,Groceries,Jill Harris,0.08,Online,7476.47,650.13,01-05-2023,,TV
Kochi,8382.41,Electronics,Aaron Edwards,0.06,Retail,7879.47,502.94,01-05-2023,,TV
Kochi,6353.9,Home Decor,Jennifer Lewis,0.22,Wholesale,4956.04,1397.86,01-05-2023,,TV
Kochi,4803.57,Groceries,Louis Coffey,0.11,Online,4275.18,528.39,01-05-2023,,TV
Bangalore,7135.23,Electronics,Mark Anderson,0.01,Wholesale,7063.88,71.35,01-06-2023,19336.63,TV
Bangalore,5863.56,Groceries,Christie Hampton,0.24,Wholesale,4456.31,1407.25,01-06-2023,,TV
Bangalore,5824.26,Home Decor,Andrew Johnson,0.15,Retail,4950.62,873.64,01-06-2023,,TV
Bangalore,5040.84,Home Decor,Susan Brown,0.03,Retail,4889.61,151.23,01-06-2023,,TV
Bangalore,3405.37,Apparel,Connie Foster,0.11,Retail,3030.78,374.59,01-06-2023,,TV
Bangalore,3424.68,Groceries,Sierra Jenkins,0.05,Retail,3253.45,171.23,01-06-2023,,TV
Bangalore,3218.06,Groceries,Eddie Turner,0.1,Online,2896.25,321.81,01-06-2023,,TV
Bangalore,9739.64,Electronics,Carmen Crawford,0.15,Wholesale,8278.69,1460.95,01-06-2023,,TV
Bangalore,7737.3,Apparel,Matthew Tucker,0.03,Retail,7505.18,232.12,01-06-2023,,TV
Bangalore,4957.5,Electronics,Franklin Randolph,0.04,Wholesale,4759.2,198.3,01-06-2023,,TV
Bangalore,8934.96,Electronics,Terry Fischer PhD,0.21,Online,7058.62,1876.34,01-06-2023,,TV
Bangalore,936.77,Apparel,Kimberly Daniels,0,Retail,936.77,0,01-06-2023,,TV
Bangalore,5226.98,Home Decor,Morgan Collins,0.01,Wholesale,5174.71,52.27,01-06-2023,,TV
Bangalore,7069.68,Electronics,David Mendoza,0.12,Retail,6221.32,848.36,01-06-2023,,TV
Bangalore,8084.95,Home Decor,Patrick Cannon,0.23,Online,6225.41,1859.54,01-06-2023,,TV
Bangalore,7618.33,Home Decor,Brandon Gomez,0.24,Online,5789.93,1828.4,01-06-2023,,TV
Chennai,7302.04,Groceries,Mr. Jeffrey Erickson,0.18,Retail,5987.67,1314.37,01-06-2023,11900.98,TV
Chennai,9896.53,Groceries,Erika Williams,0.07,Retail,9203.77,692.76,01-06-2023,,TV
Chennai,2885.46,Apparel,Kenneth Smith,0.02,Retail,2827.75,57.71,01-06-2023,,TV
Chennai,7178.36,Electronics,Nicole Martinez,0.21,Wholesale,5670.9,1507.46,01-06-2023,,TV
Chennai,7211.62,Apparel,Dawn Baker,0.19,Wholesale,5841.41,1370.21,01-06-2023,,TV
Chennai,9681.75,Electronics,Crystal Garcia,0.03,Retail,9391.3,290.45,01-06-2023,,TV
Chennai,623.78,Electronics,Tony Garcia,0.19,Online,505.26,118.52,01-06-2023,,TV
Chennai,2650,Electronics,Mandy Chambers,0.19,Wholesale,2146.5,503.5,01-06-2023,,TV
Chennai,6416.06,Electronics,Benjamin Green,0.02,Online,6287.74,128.32,01-06-2023,,TV
Chennai,6077.64,Apparel,Lauren Simon,0.02,Online,5956.09,121.55,01-06-2023,,TV
Chennai,9549.42,Home Decor,Deborah Castro,0.05,Wholesale,9071.95,477.47,01-06-2023,,TV
