City,Amount,Product_Category,Sales_Rep,Discount,Customer_segmentation,After_dicouont,Loss,Month_Formatted,Spend,Channel,ROI%
Hyderabad,3317.45,Home Decor,Brittany Oneal,0.13,Wholesale,2886.18,431.27,01-09-2023,,Digital,#DIV/0!
Hyderabad,8747.05,Apparel,Walter Thompson,0.18,Wholesale,7172.58,1574.47,01-09-2023,,Digital,#DIV/0!
Hyderabad,2528.36,Electronics,Taylor Ware,0.09,Wholesale,2300.81,227.55,01-09-2023,,Digital,#DIV/0!
Hyderabad,6904.92,Apparel,Charles Andrews,0.21,Online,5454.89,1450.03,01-09-2023,,Digital,#DIV/0!
Hyderabad,9295.33,Groceries,Jerry Webb,0.17,Retail,7715.12,1580.21,01-09-2023,,Digital,#DIV/0!
Hyderabad,5271.78,Electronics,Nancy Stout,0.07,Wholesale,4902.76,369.02,01-09-2023,,Digital,#DIV/0!
Hyderabad,8598.15,Electronics,Ashley Miller,0.18,Retail,7050.48,1547.67,01-09-2023,,Digital,#DIV/0!
Hyderabad,7556.17,Home Decor,Elizabeth Hicks,0,Retail,7556.17,0,01-09-2023,,Digital,#DIV/0!
Hyderabad,5772.04,Home Decor,Amy Lopez,0.23,Online,4444.47,1327.57,01-10-2023,11261.5,Outdoor,4443.47
Hyderabad,8144.37,Apparel,Gerald Love,0.12,Wholesale,7167.05,977.32,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,7711.14,Home Decor,Dawn Cisneros,0.25,Online,5783.36,1927.79,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,545.33,Apparel,Mikayla Gonzales,0.15,Wholesale,463.53,81.8,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,4884.23,Apparel,Andrew Robbins,0.15,Online,4151.6,732.63,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,5385.72,Apparel,Amy Garcia,0.16,Wholesale,4524,861.72,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,1773.94,Electronics,Robin Powers,0.07,Retail,1649.76,124.18,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,6859.6,Electronics,Jeffrey Bass,0.14,Wholesale,5899.26,960.34,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,4654.21,Electronics,Gabrielle Hernandez,0.08,Online,4281.87,372.34,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,7462.67,Home Decor,Jennifer Bush,0.14,Retail,6417.9,1044.77,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,7638.15,Apparel,Andrew Thompson,0.1,Retail,6874.34,763.82,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,9301.05,Groceries,Nicole Crosby,0.12,Online,8184.92,1116.13,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,7432.65,Apparel,Mason Martinez,0.04,Wholesale,7135.34,297.31,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,2644.24,Apparel,Steven Nelson,0.24,Wholesale,2009.62,634.62,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,8892.8,Electronics,Daniel White,0.01,Online,8803.87,88.93,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,6427.23,Groceries,Dustin Collins,0.22,Online,5013.24,1413.99,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,5076.99,Groceries,Krystal Medina,0.09,Wholesale,4620.06,456.93,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,3090.97,Groceries,Hannah Ward,0.13,Online,2689.14,401.83,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,6129.19,Apparel,Diana Brooks,0.16,Retail,5148.52,980.67,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,3288.97,Electronics,Victoria Smith,0.23,Wholesale,2532.51,756.46,01-10-2023,,Outdoor,#DIV/0!
Hyderabad,5609.64,Electronics,Justin Paul,0.24,Online,4263.33,1346.31,01-11-2023,15194.25,TV,4262.33
Hyderabad,6719.1,Apparel,Ronald Jones,0.02,Retail,6584.72,134.38,01-11-2023,,TV,#DIV/0!
Hyderabad,8012.44,Home Decor,Scott Garcia,0.24,Online,6089.45,1922.99,01-11-2023,,TV,#DIV/0!
Hyderabad,6954.84,Groceries,James Evans,0.05,Online,6607.1,347.74,01-11-2023,,TV,#DIV/0!
Hyderabad,6372.18,Apparel,Robert Hughes,0.02,Wholesale,6244.74,127.44,01-11-2023,,TV,#DIV/0!
Hyderabad,9798.27,Home Decor,David Lewis,0.08,Online,9014.41,783.86,01-11-2023,,TV,#DIV/0!
Hyderabad,3708.04,Electronics,Theresa James,0.13,Online,3225.99,482.05,01-11-2023,,TV,#DIV/0!
Hyderabad,4362.1,Apparel,Andre Navarro,0.07,Online,4056.75,305.35,01-11-2023,,TV,#DIV/0!
Hyderabad,5226.78,Groceries,Harold Rodriguez,0.01,Online,5174.51,52.27,01-11-2023,,TV,#DIV/0!
Hyderabad,741.96,Groceries,Mary Fernandez,0.09,Retail,675.18,66.78,01-11-2023,,TV,#DIV/0!
Hyderabad,5644.46,Groceries,Steven Petty,0.15,Wholesale,4797.79,846.67,01-11-2023,,TV,#DIV/0!
Hyderabad,6625.48,Home Decor,Angela Chavez,0.08,Retail,6095.44,530.04,01-11-2023,,TV,#DIV/0!
Hyderabad,9486.44,Home Decor,George Williams,0.22,Wholesale,7399.42,2087.02,01-11-2023,,TV,#DIV/0!
Hyderabad,8526.14,Apparel,Jillian Mason,0.25,Online,6394.61,2131.54,01-11-2023,,TV,#DIV/0!
Hyderabad,2159.52,Home Decor,Raymond Taylor,0.22,Online,1684.43,475.09,01-11-2023,,TV,#DIV/0!
Hyderabad,5956.65,Electronics,Daniel May,0.07,Retail,5539.68,416.97,01-11-2023,,TV,#DIV/0!
Hyderabad,9767.13,Home Decor,Adam Martin,0.25,Online,7325.35,2441.78,01-11-2023,,TV,#DIV/0!
Hyderabad,581.12,Groceries,Patricia Liu,0.09,Retail,528.82,52.3,01-11-2023,,TV,#DIV/0!
Hyderabad,1800.37,Apparel,Andrew Padilla,0,Online,1800.37,0,01-11-2023,,TV,#DIV/0!
Hyderabad,4505.53,Apparel,James Jones,0.04,Retail,4325.31,180.22,01-11-2023,,TV,#DIV/0!
Hyderabad,586.23,Home Decor,Nathan Golden,0.16,Wholesale,492.43,93.8,01-11-2023,,TV,#DIV/0!
Hyderabad,2787.11,Apparel,James Fernandez,0.05,Online,2647.75,139.36,01-11-2023,,TV,#DIV/0!
Hyderabad,9854.99,Electronics,Jake Smith,0.24,Wholesale,7489.79,2365.2,01-11-2023,,TV,#DIV/0!
Hyderabad,3109.4,Groceries,Arthur Gilbert,0.05,Wholesale,2953.93,155.47,01-11-2023,,TV,#DIV/0!
Hyderabad,1501.73,Groceries,Jonathan Melendez,0.01,Wholesale,1486.71,15.02,01-11-2023,,TV,#DIV/0!
Hyderabad,8920.34,Electronics,Thomas Soto,0.13,Retail,7760.7,1159.64,01-12-2023,14781.81,Digital,7759.7
Hyderabad,2598.63,Home Decor,Glenda Owens,0.18,Online,2130.88,467.75,01-12-2023,,Digital,#DIV/0!
Hyderabad,3474.76,Groceries,Frank Cardenas,0.16,Retail,2918.8,555.96,01-12-2023,,Digital,#DIV/0!
Hyderabad,6215,Home Decor,Randy Chang,0.2,Retail,4972,1243,01-12-2023,,Digital,#DIV/0!
Hyderabad,6330.88,Home Decor,Nicole White,0.05,Retail,6014.34,316.54,01-12-2023,,Digital,#DIV/0!
Hyderabad,3836.53,Electronics,Steven Delgado,0.06,Wholesale,3606.34,230.19,01-12-2023,,Digital,#DIV/0!
Hyderabad,7273.44,Electronics,James Terry,0.01,Retail,7200.71,72.73,01-12-2023,,Digital,#DIV/0!
Hyderabad,4367.76,Apparel,Anthony Collier,0.23,Wholesale,3363.18,1004.58,01-12-2023,,Digital,#DIV/0!
Hyderabad,7853.36,Home Decor,Jacob Nielsen,0.02,Online,7696.29,157.07,01-12-2023,,Digital,#DIV/0!
Hyderabad,9342.42,Electronics,Matthew David,0.23,Wholesale,7193.66,2148.76,01-12-2023,,Digital,#DIV/0!
Hyderabad,2871.47,Home Decor,Jennifer Randolph,0.15,Wholesale,2440.75,430.72,01-12-2023,,Digital,#DIV/0!
Hyderabad,4362.59,Apparel,Kyle Wilson,0.03,Wholesale,4231.71,130.88,01-12-2023,,Digital,#DIV/0!
Hyderabad,6759.28,Electronics,Lisa Johnson,0.01,Retail,6691.69,67.59,01-12-2023,,Digital,#DIV/0!
Hyderabad,1069.92,Apparel,Jennifer Baxter,0.01,Wholesale,1059.22,10.7,01-12-2023,,Digital,#DIV/0!
Hyderabad,3757.34,Apparel,Lisa Gonzalez,0.03,Online,3644.62,112.72,01-12-2023,,Digital,#DIV/0!
Hyderabad,9238.71,Home Decor,Richard Hernandez,0.17,Retail,7668.13,1570.58,01-12-2023,,Digital,#DIV/0!
Hyderabad,5371.35,Apparel,Shannon Horn,0.22,Wholesale,4189.65,1181.7,01-12-2023,,Digital,#DIV/0!
Hyderabad,2218.04,Electronics,Rita Coffey,0.05,Retail,2107.14,110.9,01-12-2023,,Digital,#DIV/0!
Hyderabad,7297.89,Apparel,Rebekah Manning,0.22,Retail,5692.35,1605.54,01-12-2023,,Digital,#DIV/0!
Hyderabad,624.6,Apparel,Ian Villa,0.03,Online,605.86,18.74,01-12-2023,,Digital,#DIV/0!
Hyderabad,8648.32,Home Decor,Emily Anderson,0.12,Retail,7610.52,1037.8,01-12-2023,,Digital,#DIV/0!
Hyderabad,7658.6,Home Decor,Melissa Fleming,0.19,Online,6203.47,1455.13,01-12-2023,,Digital,#DIV/0!
Hyderabad,4818.28,Home Decor,Krystal Wells,0.15,Wholesale,4095.54,722.74,01-12-2023,,Digital,#DIV/0!
