City,Amount,Product_Category,Sales_Rep,Discount,Customer_segmentation,After_dicouont,Loss,Month_Formatted,Spend,Channel,ROI %
Kochi,5797.96,Groceries,Christopher Evans,0.22,Online,4522.41,1275.55,01-10-2023,,Outdoor,#DIV/0!
Kochi,8355.82,Electronics,Claudia Russell,0.12,Retail,7353.12,1002.7,01-10-2023,,Outdoor,#DIV/0!
Kochi,8939.18,Apparel,Vickie Martin,0.01,Wholesale,8849.79,89.39,01-10-2023,,Outdoor,#DIV/0!
Kochi,4046.01,Groceries,Eric Clay,0,Online,4046.01,0,01-10-2023,,Outdoor,#DIV/0!
Kochi,2840.21,Apparel,Joseph Hernandez,0.05,Retail,2698.2,142.01,01-10-2023,,Outdoor,#DIV/0!
Kochi,2954.09,Apparel,Robin Stevens,0.1,Wholesale,2658.68,295.41,01-10-2023,,Outdoor,#DIV/0!
Kochi,6850.97,Home Decor,Ivan Brown,0.22,Online,5343.76,1507.21,01-10-2023,,Outdoor,#DIV/0!
Kochi,7094.33,Apparel,Derek Taylor,0.19,Retail,5746.41,1347.92,01-10-2023,,Outdoor,#DIV/0!
Kochi,5323.3,Groceries,Daniel Gonzales,0.09,Retail,4844.2,479.1,01-10-2023,,Outdoor,#DIV/0!
Kochi,5847.48,Apparel,Sarah Taylor,0.25,Online,4385.61,1461.87,01-10-2023,,Outdoor,#DIV/0!
Kochi,3614.74,Apparel,Charles Garcia,0.16,Online,3036.38,578.36,01-10-2023,,Outdoor,#DIV/0!
Kochi,1909.47,Apparel,Alan Walters,0.21,Wholesale,1508.48,400.99,01-10-2023,,Outdoor,#DIV/0!
Kochi,8754.37,Home Decor,Cody Thompson,0.07,Retail,8141.56,612.81,01-10-2023,,Outdoor,#DIV/0!
Kochi,2870.98,Electronics,Ronald Moody,0.15,Retail,2440.33,430.65,01-10-2023,,Outdoor,#DIV/0!
Kochi,8382.94,Groceries,Brent Wolfe,0.08,Wholesale,7712.3,670.64,01-11-2023,12619.24,Digital,7711.3
Kochi,1273.57,Electronics,Richard Gross,0.21,Retail,1006.12,267.45,01-11-2023,,Digital,#DIV/0!
Kochi,2836.98,Groceries,Makayla Mosley,0.22,Retail,2212.84,624.14,01-11-2023,,Digital,#DIV/0!
Kochi,1293.73,Apparel,Bradley Marshall,0.19,Retail,1047.92,245.81,01-11-2023,,Digital,#DIV/0!
Kochi,4569.39,Groceries,Michael Frazier,0.02,Retail,4478,91.39,01-11-2023,,Digital,#DIV/0!
Kochi,7001.48,Electronics,Gregory Mendoza,0.22,Online,5461.15,1540.33,01-11-2023,,Digital,#DIV/0!
Kochi,8827.44,Apparel,Darren Wright,0.2,Online,7061.95,1765.49,01-11-2023,,Digital,#DIV/0!
Kochi,9302.24,Apparel,Yvonne Torres,0.17,Online,7720.86,1581.38,01-11-2023,,Digital,#DIV/0!
Kochi,4937.08,Home Decor,Daniel Coleman,0.22,Wholesale,3850.92,1086.16,01-11-2023,,Digital,#DIV/0!
Kochi,8270.34,Groceries,Autumn Mckee,0.14,Wholesale,7112.49,1157.85,01-11-2023,,Digital,#DIV/0!
Kochi,2681.17,Home Decor,Thomas Peterson,0.18,Retail,2198.56,482.61,01-11-2023,,Digital,#DIV/0!
Kochi,3283.75,Electronics,Brittany Alexander,0.08,Wholesale,3021.05,262.7,01-11-2023,,Digital,#DIV/0!
Kochi,5588.03,Apparel,Robert Crawford,0.1,Online,5029.23,558.8,01-11-2023,,Digital,#DIV/0!
Kochi,1138.52,Home Decor,Daniel Moore,0.08,Online,1047.44,91.08,01-11-2023,,Digital,#DIV/0!
Kochi,5772.4,Home Decor,Alex Butler,0,Online,5772.4,0,01-11-2023,,Digital,#DIV/0!
Kochi,1979.91,Electronics,Stephen Hatfield,0.22,Online,1544.33,435.58,01-11-2023,,Digital,#DIV/0!
Kochi,8969.92,Home Decor,Maurice Fox,0,Wholesale,8969.92,0,01-11-2023,,Digital,#DIV/0!
Kochi,6309.85,Apparel,Emily Rodriguez,0.13,Retail,5489.57,820.28,01-11-2023,,Digital,#DIV/0!
Kochi,2821.76,Electronics,Helen Adams,0.21,Retail,2229.19,592.57,01-11-2023,,Digital,#DIV/0!
Kochi,3714.73,Apparel,Albert Moyer,0.1,Wholesale,3343.26,371.47,01-11-2023,,Digital,#DIV/0!
Kochi,9303.4,Groceries,Glen Woodard,0.21,Retail,7349.69,1953.71,01-11-2023,,Digital,#DIV/0!
Kochi,2144.4,Apparel,Carol Murillo,0.23,Online,1651.19,493.21,01-11-2023,,Digital,#DIV/0!
Kochi,8442.67,Apparel,Bill Smith,0.02,Wholesale,8273.82,168.85,01-11-2023,,Digital,#DIV/0!
Kochi,8528.12,Apparel,John Dunlap,0.11,Online,7590.03,938.09,01-11-2023,,Digital,#DIV/0!
Kochi,8538.62,Groceries,Barry Gonzales,0.14,Retail,7343.21,1195.41,01-11-2023,,Digital,#DIV/0!
Kochi,9839.83,Apparel,Christopher Schmidt,0.19,Online,7970.26,1869.57,01-11-2023,,Digital,#DIV/0!
Kochi,8982.16,Electronics,Christopher Hickman,0.02,Retail,8802.52,179.64,01-11-2023,,Digital,#DIV/0!
Kochi,4736.61,Apparel,Troy Thompson,0.15,Online,4026.12,710.49,01-11-2023,,Digital,#DIV/0!
Kochi,8116.9,Groceries,Brandon Dalton,0.16,Wholesale,6818.2,1298.7,01-12-2023,12752.85,Outdoor,6817.2
Kochi,6518.51,Home Decor,Brian Schmitt,0.07,Online,6062.21,456.3,01-12-2023,,Outdoor,#DIV/0!
Kochi,3644.81,Electronics,Gerald Wilson,0.13,Retail,3170.98,473.83,01-12-2023,,Outdoor,#DIV/0!
Kochi,1559.65,Home Decor,Joseph Rowe,0.13,Wholesale,1356.9,202.75,01-12-2023,,Outdoor,#DIV/0!
Kochi,3085.48,Groceries,William Hicks,0.17,Retail,2560.95,524.53,01-12-2023,,Outdoor,#DIV/0!
Kochi,3160.57,Home Decor,Mark Phillips,0.09,Retail,2876.12,284.45,01-12-2023,,Outdoor,#DIV/0!
Kochi,583.05,Groceries,Jennifer Perez,0.19,Retail,472.27,110.78,01-12-2023,,Outdoor,#DIV/0!
Kochi,2315.63,Apparel,Alexis Moss,0.11,Online,2060.91,254.72,01-12-2023,,Outdoor,#DIV/0!
Kochi,3751.32,Home Decor,Anna Schmidt,0.12,Retail,3301.16,450.16,01-12-2023,,Outdoor,#DIV/0!
Kochi,1306.74,Home Decor,Douglas Moreno,0.08,Wholesale,1202.2,104.54,01-12-2023,,Outdoor,#DIV/0!
Kochi,1368.51,Apparel,Michael Coleman,0.12,Retail,1204.29,164.22,01-12-2023,,Outdoor,#DIV/0!
Kochi,6472.31,Electronics,Ashley Lamb,0.01,Wholesale,6407.59,64.72,01-12-2023,,Outdoor,#DIV/0!
Kochi,8805.22,Apparel,Kelsey Marshall,0.14,Wholesale,7572.49,1232.73,01-12-2023,,Outdoor,#DIV/0!
Kochi,3683.59,Groceries,Lori Knight DDS,0.23,Online,2836.36,847.23,01-12-2023,,Outdoor,#DIV/0!
Kochi,5784.34,Home Decor,Joseph Mitchell Jr.,0.06,Online,5437.28,347.06,01-12-2023,,Outdoor,#DIV/0!
Kochi,676.6,Electronics,Derek Watson,0.18,Online,554.81,121.79,01-12-2023,,Outdoor,#DIV/0!
Kochi,7845.96,Home Decor,Donald Taylor,0.11,Online,6982.9,863.06,01-12-2023,,Outdoor,#DIV/0!
Kochi,4228.62,Groceries,Robert Thomas,0.25,Wholesale,3171.47,1057.16,01-12-2023,,Outdoor,#DIV/0!
Kochi,7445.56,Home Decor,Jordan Mora,0.03,Online,7222.19,223.37,01-12-2023,,Outdoor,#DIV/0!
Kochi,2241.26,Home Decor,Michael Noble,0.03,Wholesale,2174.02,67.24,01-12-2023,,Outdoor,#DIV/0!
Kochi,5389.94,Home Decor,Nicole Allen,0.13,Online,4689.25,700.69,01-12-2023,,Outdoor,#DIV/0!
Kochi,4195,Electronics,Wesley Brown,0.07,Online,3901.35,293.65,01-12-2023,,Outdoor,#DIV/0!
Kochi,6346.43,Apparel,Joshua Palmer,0.1,Online,5711.79,634.64,01-12-2023,,Outdoor,#DIV/0!
Kochi,4136.91,Apparel,Edward Landry,0.24,Wholesale,3144.05,992.86,01-12-2023,,Outdoor,#DIV/0!
Kochi,9860.93,Home Decor,Dawn Bowman,0.12,Wholesale,8677.62,1183.31,01-12-2023,,Outdoor,#DIV/0!
Kochi,6729.33,Apparel,Yesenia Bentley,0.19,Retail,5450.76,1278.57,01-12-2023,,Outdoor,#DIV/0!
